-0.00016964,0.00016497,-7.2174e-05,1.1277e-05,2.1253e-05,1.0457e-05,-6.0477e-06,-1.477e-06,1.6398e-05,4.2544e-05,7.5832e-06,7.5352e-07,3.7076e-06,-1.925e-06,-3.7849e-06
0.0008444,-0.00032897,-0.00020125,-0.00019492,-0.00012135,-2.5782e-05,4.6234e-06,1.6353e-05,2.0001e-05,5.5114e-05,2.8915e-05,-3.7362e-06,9.0188e-06,1.7409e-06,1.9023e-06
-0.00019159,0.00053873,7.5788e-05,-3.749e-05,-0.00014385,-6.8725e-05,2.8828e-05,2.0729e-05,-3.0629e-05,-3.0811e-06,1.2577e-05,1.096e-05,1.6221e-05,-1.4218e-06,5.254e-06
-7.0106e-05,-0.00093602,-2.6616e-05,2.2048e-05,7.8334e-05,9.0984e-05,-9.5975e-06,7.6594e-06,2.0815e-05,-1.8587e-05,1.4841e-05,1.312e-05,-2.0059e-05,3.7309e-06,-1.6967e-06
-0.00083263,0.00072187,0.00016456,0.00011837,-0.00012659,-1.3188e-05,-1.5207e-05,-1.6328e-05,-8.5365e-06,-9.7857e-08,-1.6121e-05,-1.5439e-05,1.0705e-05,-2.938e-06,-4.5163e-06
-0.00053889,-0.00045278,-0.0001514,-4.5539e-05,0.00021721,-2.7695e-05,1.1084e-05,5.7919e-06,-1.3884e-05,-8.7841e-08,1.8964e-05,-3.3387e-06,-1.0098e-05,3.1895e-06,3.0475e-07
-0.0013882,0.0003419,-0.00017329,-0.00014937,0.00011063,5.074e-06,-5.9026e-06,-1.8243e-05,9.5781e-06,-2.7724e-05,-4.6186e-05,1.1451e-05,-3.1382e-06,-6.6214e-06,3.1026e-06
0.00013805,0.00052857,5.7631e-05,9.2714e-06,-3.7131e-05,-3.6582e-05,2.7008e-05,2.265e-05,-8.8291e-07,1.196e-05,2.2791e-05,1.5147e-06,6.5931e-06,3.9856e-07,4.9388e-06
-1.5511e-05,-6.1243e-05,1.0999e-05,-2.9559e-05,5.9296e-05,-1.7603e-05,-1.7998e-05,2.625e-05,-9.671e-06,-6.2495e-05,3.2793e-06,4.5247e-06,2.6938e-06,1.2047e-06,7.7869e-06
-0.00016993,-0.00022408,-0.00019373,-0.00013298,1.4579e-05,1.7713e-05,-1.8739e-05,-1.5309e-05,1.0525e-05,-1.7213e-05,-1.787e-05,1.557e-05,-1.1369e-05,-8.6169e-08,-2.0548e-06
